AF_Learning_1_Airflow_Ranges 000CB5AC
Radiator_Fan_Modes_Veh_Speed__________ 000DA480
Requested_Torque_A_Accelerator_Pedal_X_AXIS____ 000DD648
Requested_Torque_A_Accelerator_Pedal_Y_AXIS____ 000DD684
Requested_Torque_A_Accelerator_Pedal____ 000DD6C8
Requested_Torque_Accelerator_Pedal_SIDRIVE_Intelligent 000FA3E0
Requested_Torque_Accelerator_Pedal_SIDRIVE_Intelligent_X_AXIS____ 000FA534
Requested_Torque_Accelerator_Pedal_SIDRIVE_Intelligent_Y_AXIS____ 000FA574
Requested_Torque_Accelerator_Pedal_SIDRIVE_Intelligent_____ 000FA5B8
Requested_Torque_Accelerator_Pedal_SIDRIVE_Sport 000F9EE0
Requested_Torque_Accelerator_Pedal_SIDRIVE_Sport_Sharp 000FA160
Requested_Torque_Accelerator_Pedal_SIDRIVE_Sport_Sharp_X_AXIS____ 000FA290
Requested_Torque_Accelerator_Pedal_SIDRIVE_Sport_Sharp_Y_AXIS____ 000FA2D0
Requested_Torque_Accelerator_Pedal_SIDRIVE_Sport_Sharp_____ 000FA314
Requested_Torque_Accelerator_Pedal_SIDRIVE_Sport_X_AXIS____ 000F9FEC
Requested_Torque_Accelerator_Pedal_SIDRIVE_Sport_Y_AXIS____ 000FA02C
Requested_Torque_Accelerator_Pedal_SIDRIVE_Sport_____ 000FA070
Requested_Torque_B_Accelerator_Pedal_X_AXIS____ 000DD8C8
Requested_Torque_B_Accelerator_Pedal_Y_AXIS____ 000DD904
Requested_Torque_B_Accelerator_Pedal____ 000DD948
Requested_Torque_Base_RPM 000F9054
Requested_Torque_Base_RPM_Y_AXIS____ 000DC7FC
Requested_Torque_Base_RPM_Y_AXIS_________ 000F8FCC
Requested_Torque_Base_RPM_____ 000DC83C
Requested_Torque_Base_RPM__________ 000F900C
Requested_Torque_C_Accelerator_Pedal_X_AXIS____ 000DDB48
Requested_Torque_C_Accelerator_Pedal_Y_AXIS____ 000DDB84
Requested_Torque_C_Accelerator_Pedal____ 000DDBC8
Requested_Torque_Limit_A_Per_GearEngine_Speed 000F9C88
Requested_Torque_Limit_A_Per_GearEngine_Speed_X_AXIS____ 000DD418
Requested_Torque_Limit_A_Per_GearEngine_Speed_X_AXIS_________ 000F9EDC
Requested_Torque_Limit_A_Per_GearEngine_Speed_Y_AXIS____ 000DD458
Requested_Torque_Limit_A_Per_GearEngine_Speed_Y_AXIS_________ 000F9F1C
Requested_Torque_Limit_A_Per_GearEngine_Speed_____ 000DD470
Requested_Torque_Limit_A_Per_GearEngine_Speed__________ 000F9F24
Requested_Torque_Limit_B_Per_GearEngine_Speed 000F9DA0
Requested_Torque_Limit_B_Per_GearEngine_Speed_X_AXIS____ 000DD530
Requested_Torque_Limit_B_Per_GearEngine_Speed_X_AXIS_________ 000F9F64
Requested_Torque_Limit_B_Per_GearEngine_Speed_Y_AXIS____ 000DD570
Requested_Torque_Limit_B_Per_GearEngine_Speed_Y_AXIS_________ 000F9FA4
Requested_Torque_Limit_B_Per_GearEngine_Speed_____ 000DD588
Requested_Torque_Limit_B_Per_GearEngine_Speed__________ 000F9FAC
Rev_Limit_A 000CBA34
Rev_Limit_B 000CBA3C
Rev_Limit_Fuel_Cut____ 000C8FEC
Rev_Limit_Fuel_Cut_________ 000CD16C
Rev_Limit_Fuel_Resume_Boost 000CBA4C
Rev_Limit_Fuel_Resume_Boost_____ 000C8FF4
Rev_Limit_Fuel_Resume_Boost__________ 000CD174
Rough_Correction_Learning_Delay_Increasing_ 000D2FA8
Rough_Correction_Learning_Delay_Increasing_Y_AXIS____ 000D02E8
Rough_Correction_Learning_Delay_Increasing_Y_AXIS_________ 000D4778
Rough_Correction_Learning_Delay_Increasing______ 000D0310
Rough_Correction_Learning_Delay_Increasing___________ 000D47A0
Rough_Correction_Minimum_KC_Advance_Map_Value 000D2300
Rough_Correction_Minimum_KC_Advance_Map_Value_____ 000CF454
Rough_Correction_Minimum_KC_Advance_Map_Value__________ 000D3B18
Rough_Correction_Range_Load 000D22F0
Rough_Correction_Range_Load_____ 000CF444
Rough_Correction_Range_Load__________ 000D3B08
Rough_Correction_Range_RPM 000D22E0
Rough_Correction_Range_RPM_____ 000CF434
Rough_Correction_Range_RPM__________ 000D3AF8
Speed_Limiting_A_Throttle_SIDRIVE_SportSport_Sharp 000F8E48
Speed_Limiting_A_Throttle_SIDRIVE_SportSport_Sharp_____ 000F8E54
Speed_Limiting_A_Throttle____ 000DC644
Speed_Limiting_B_Throttle_SIDRIVE_SportSport_Sharp_____ 000F8E60
Speed_Limiting_B_Throttle____ 000DC65C
Speed_Limiting_Disable_Fuel_Cut 000CBA5C
Speed_Limiting_Disable_Fuel_Cut_____ 000C9044
Speed_Limiting_Disable_Fuel_Cut__________ 000CD180
Speed_Limiting_Enable_Fuel_Cut 000CBA54
Speed_Limiting_Enable_Fuel_Cut_____ 000C903C
Speed_Limiting_Enable_Fuel_Cut__________ 000CD178
Speed_Limiting_Throttle_SIDRIVE_Intelligent_____ 000F8E6C
SsmGet_AF_Correction_1_P3__________ 0005CAD0
SsmGet_AF_Correction_2_P5__________ 0005CB02
SsmGet_AF_Correction_3_32bit_ECU_P89__________ 0005D50A
SsmGet_AF_Learning_1_P4__________ 0005CAEA
SsmGet_AF_Learning_2_P6__________ 0005CB18
SsmGet_AF_Learning_3_P66__________ 0005D522
SsmGet_AF_Sensor_1_Current_P54__________ 0005CF36
SsmGet_AF_Sensor_1_P58__________ 0005CF8A
SsmGet_AF_Sensor_1_Resistance_P56__________ 0005CF64
SsmGet_AF_Sensor_2_Current_P55__________ 0005CF4E
SsmGet_AF_Sensor_2_P59__________ 0005CFA0
SsmGet_AF_Sensor_2_Resistance_P57__________ 0005CF78
SsmGet_Accelerator_Pedal_Angle_P30__________ 0005CD08
SsmGet_AirFuel_Correction_4_P117__________ 0005D9AE
SsmGet_AirFuel_Learning_4_P118__________ 0005D9C4
SsmGet_Alternator_Control_Mode_P185__________ 0005DF6E
SsmGet_Alternator_Duty_P46__________ 0005CE8A
SsmGet_Atmospheric_Pressure_P24__________ 0005CCB6
SsmGet_Battery_Current_P183__________ 0005DF5A
SsmGet_Battery_Temperature_P184__________ 0005DF72
SsmGet_Battery_Voltage_P17__________ 0005CC4E
SsmGet_Brake_Booster_Pressure_P77__________ 0005D970
SsmGet_CPC_Valve_Duty_Ratio_P38__________ 0005CD70
SsmGet_Coolant_Temperature_P2__________ 0005CA14
SsmGet_Engine_Idle_Speed_User_Adjustment_AC_on_P241__________ 0005D498
SsmGet_Engine_Load_Relative_P1__________ 0005CA0E
SsmGet_Engine_Speed_P8__________ 0005CB44
SsmGet_Estimated_odometer_P120__________ 0005D9F0
SsmGet_Exhaust_OCV_Current_Left_P88__________ 0005DAEC
SsmGet_Exhaust_OCV_Current_Right_P87__________ 0005DAD6
SsmGet_Exhaust_OCV_Duty_Left_P86__________ 0005DAC0
SsmGet_Exhaust_OCV_Duty_Right_P85__________ 0005DAAA
SsmGet_Exhaust_VVT_Advance_Angle_Left_P84__________ 0005DA94
SsmGet_Exhaust_VVT_Advance_Angle_Right_P83__________ 0005DA7E
SsmGet_Fine_Learning_Knock_Correction_P91__________ 0005DE28
SsmGet_Front_O2_Sensor_1_P14__________ 0005CC08
SsmGet_Front_O2_Sensor_2_P16__________ 0005CC46
SsmGet_Fuel_Injector_1_Pulse_Width_P21__________ 0005CC88
SsmGet_Fuel_Injector_2_Pulse_Width_P22__________ 0005CC9E
SsmGet_Fuel_Level_P35__________ 0005CD32
SsmGet_Fuel_Level_Sensor_Resistance_P119__________ 0005D9DA
SsmGet_Fuel_Pump_Duty_P47__________ 0005CE9C
SsmGet_Fuel_Tank_Pressure_P154__________ 0005DE40
SsmGet_Fuel_Temperature_P31__________ 0005CD1E
SsmGet_Global_Timing_User_Adjustment_Value_P239__________ 0005D47E
SsmGet_Ignition_Total_Timing_P10__________ 0005CB8E
SsmGet_Intake_Air_Temperature_P11__________ 0005CBA6
SsmGet_Intake_OCV_Current_Left_P53__________ 0005CF20
SsmGet_Intake_OCV_Current_Right_P52__________ 0005CF0A
SsmGet_Intake_OCV_Duty_Left_P51__________ 0005CEF4
SsmGet_Intake_OCV_Duty_Right_P50__________ 0005CEDE
SsmGet_Intake_VVT_Advance_Angle_Left_P49__________ 0005CEC8
SsmGet_Intake_VVT_Advance_Angle_Right_P48__________ 0005CEB2
SsmGet_Learned_Ignition_Timing_Correction_P153__________ 0005D7FC
SsmGet_Learned_Ignition_Timing_P29__________ 0005CCEA
SsmGet_Main_Accelerator_Sensor_P76__________ 0005D94C
SsmGet_Main_Throttle_Sensor_P74__________ 0005D904
SsmGet_Manifold_Absolute_Pressure_P7__________ 0005CB2E
SsmGet_Manifold_Relative_Pressure_P25__________ 0005CCCC
SsmGet_Mass_Airflow_P12__________ 0005CBBC
SsmGet_Mass_Airflow_Sensor_Voltage_P18__________ 0005CC64
SsmGet_Memorised_Cruise_Speed_P82__________ 0005D99A
SsmGet_Number_of_Exh_Gas_Recirc_Steps_P45__________ 0005CE78
SsmGet_Oil_Switching_Solenoid_Valve_OSV_Current_Left_P126__________ 0005DA6A
SsmGet_Oil_Switching_Solenoid_Valve_OSV_Current_Right_P125__________ 0005DA56
SsmGet_Oil_Switching_Solenoid_Valve_OSV_Duty_Left_P124__________ 0005DA42
SsmGet_Oil_Switching_Solenoid_Valve_OSV_Duty_Right_P123__________ 0005DA2E
SsmGet_Oil_Temperature_P122__________ 0005DA1A
SsmGet_Primary_Wastegate_Duty_Cycle_P36__________ 0005CD5A
SsmGet_Radiator_Fan_Control_P92__________ 0005CD48
SsmGet_Rear_O2_Sensor_P15__________ 0005CC10
SsmGet_Roughness_Monitor_Cylinder_1_P63__________ 0005D4FE
SsmGet_Roughness_Monitor_Cylinder_2_P64__________ 0005D504
SsmGet_Roughness_Monitor_Cylinder_3_P69__________ 0005D6B0
SsmGet_Roughness_Monitor_Cylinder_4_P70__________ 0005D6B6
SsmGet_Roughness_Monitor_Cylinder_5_P151__________ 0005D7F4
SsmGet_Roughness_Monitor_Cylinder_6_P152__________ 0005D7F8
SsmGet_SIDrive_Mode_P114__________ 0005DCFA
SsmGet_Secondary_Air_Flow_P245__________ 0005DD08
SsmGet_Secondary_Air_Piping_Pressure_P244__________ 0005D984
SsmGet_Sub_Accelerator_Sensor_P75__________ 0005D928
SsmGet_Sub_Throttle_Sensor_P73__________ 0005D840
SsmGet_Switches_108_x_x_x_x_x_x_x__________ 0005D460
SsmGet_Switches_10_11_12_13_14_15_16_17__________ 0005D158
SsmGet_Switches_130_62_131_x_x_x_x_x__________ 0005DB06
SsmGet_Switches_148_149_x_150_151_152_153_154__________ 0005D604
SsmGet_Switches_155_156_157_x_x_x_x_x__________ 0005DDB4
SsmGet_Switches_168_169_170_171_172_x_x_x__________ 0005C9E0
SsmGet_Switches_18_19_20_21_22_23_24_25__________ 0005D1AC
SsmGet_Switches_26_27_28_29_30_31_32_33__________ 0005D238
SsmGet_Switches_34_35_36_37_38_39_40_41__________ 0005D298
SsmGet_Switches_42_43_44_45_46_47_48_49__________ 0005D2FE
SsmGet_Switches_4_5_x_6_7_8_9_x__________ 0005D0B8
SsmGet_Switches_54_55_56_57_58_59_60_61__________ 0005D406
SsmGet_Switches_63_64_65_66_67_132_68_133__________ 0005DC1C
SsmGet_Switches_72_73_74_75_50_51_52_53__________ 0005D370
SsmGet_Switches_x_1_2_3_x_69_70_71__________ 0005CFC6
SsmGet_Switches_x_x_x_x_x_x_82_x__________ 0005D424
SsmGet_Throttle_Motor_Duty_P71__________ 0005D812
SsmGet_Throttle_Motor_Voltage_P72__________ 0005D82A
SsmGet_Throttle_Opening_Angle_P13__________ 0005CBF2
SsmGet_Tumble_Valve_Position_Sensor_Left_P40__________ 0005CE50
SsmGet_Tumble_Valve_Position_Sensor_Right_P39__________ 0005CE2C
SsmGet_VVL_Lift_Mode_P127__________ 0005DB02
SsmGet_Vehicle_Speed_P9__________ 0005CB7A
StartOfTables 000AC864
TD_Activation_Thresholds_RPM 000C0BE8
TD_Activation_Thresholds_RPM_____ 000C05BC
TD_Activation_Thresholds_RPM__________ 000C0A40
TD_Activation_Thresholds_Target_Boost_ 000C0BD4
TD_Activation_Thresholds_Target_Boost______ 000C05A8
TD_Activation_Thresholds_Target_Boost___________ 000C0A2C
TD_Integral_Cumulative_Range_WGDC_Correction_____ 000C05C4
TD_Integral_Cumulative_Range_WGDC_Correction__________ 000C0A48
TD_Integral_Negative_Activation_Boost_Error 000C0BDC
TD_Integral_Negative_Activation_Boost_Error_____ 000C05B0
TD_Integral_Negative_Activation_Boost_Error__________ 000C0A34
TD_Integral_Negative_Activation_Wastegate_Duty 000C0BE4
TD_Integral_Negative_Activation_Wastegate_Duty_____ 000C05B8
TD_Integral_Negative_Activation_Wastegate_Duty__________ 000C0A3C
TD_Integral_Negative_Compensation_IAT_Y_AXIS____ 000C0628
TD_Integral_Negative_Compensation_IAT_Y_AXIS_________ 000C0AAC
TD_Integral_Negative_Compensation_IAT_____ 000C06A8
TD_Integral_Negative_Compensation_IAT__________ 000C0B2C
TD_Integral_Positive_Activation_Boost_Error 000C0BE0
TD_Integral_Positive_Activation_Boost_Error_____ 000C05B4
TD_Integral_Positive_Activation_Boost_Error__________ 000C0A38
TD_Integral_Positive_Compensation_IAT 000C0CE4
TD_Integral_Positive_Compensation_IAT_____ 000C06B8
TD_Integral_Positive_Compensation_IAT__________ 000C0B3C
TD_Proportional_Compensation_IAT 000C0CC4
TD_Proportional_Compensation_IAT_____ 000C0698
TD_Proportional_Compensation_IAT__________ 000C0B1C
Target_Boost_ 000C1340
Target_Boost_Compensation_1st_Gear 000C0C0C
Target_Boost_Compensation_1st_Gear_Speed_Disable 000C0C08
Target_Boost_Compensation_1st_Gear_Speed_Disable_____ 000C05DC
Target_Boost_Compensation_1st_Gear_Speed_Disable__________ 000C0A60
Target_Boost_Compensation_1st_Gear_____ 000C05E0
Target_Boost_Compensation_1st_Gear__________ 000C0A64
Target_Boost_Compensation_Atm_Pressure_X_AXIS____ 000C0868
Target_Boost_Compensation_Atm_Pressure_X_AXIS_________ 000C0D14
Target_Boost_Compensation_Atm_Pressure_Y_AXIS____ 000C0880
Target_Boost_Compensation_Atm_Pressure_Y_AXIS_________ 000C0D2C
Target_Boost_Compensation_Atm_Pressure______ 000C0898
Target_Boost_Compensation_Atm_Pressure___________ 000C0D44
Target_Boost_Compensation_ECT 000C0CF4
Target_Boost_Compensation_ECT_____ 000C06C8
Target_Boost_Compensation_ECT__________ 000C0B4C
Target_Boost_Compensation_IAT_ 000C0E3C
Target_Boost_Compensation_IAT_Y_AXIS____ 000C07F8
Target_Boost_Compensation_IAT_Y_AXIS_________ 000C0C7C
Target_Boost_Compensation_IAT______ 000C0810
Target_Boost_Compensation_IAT___________ 000C0CA8
Target_Boost_X_AXIS____ 000C0CAC
Target_Boost_X_AXIS_________ 000C0FC8
Target_Boost_Y_AXIS____ 000C0CD8
Target_Boost_Y_AXIS_________ 000C1000
Target_Boost___________ 000C1038
Target_Throttle_Plate_Position_Cruise_Requested_Torque_Ratio 000F9504
Target_Throttle_Plate_Position_Cruise_Requested_Torque_Ratio_X_AXIS____ 000DCC6C
Target_Throttle_Plate_Position_Cruise_Requested_Torque_Ratio_X_AXIS_________ 000F943C
Target_Throttle_Plate_Position_Cruise_Requested_Torque_Ratio_Y_AXIS____ 000DCCAC
Target_Throttle_Plate_Position_Cruise_Requested_Torque_Ratio_Y_AXIS_________ 000F9498
Target_Throttle_Plate_Position_Cruise_Requested_Torque_Ratio_____ 000DCCEC
Target_Throttle_Plate_Position_Cruise_Requested_Torque_Ratio__________ 000F94D8
Target_Throttle_Plate_Position_Maximum_Requested_Torque_Ratio 000F9A04
Target_Throttle_Plate_Position_Maximum_Requested_Torque_Ratio_X_AXIS____ 000DD16C
Target_Throttle_Plate_Position_Maximum_Requested_Torque_Ratio_X_AXIS_________ 000F9B34
Target_Throttle_Plate_Position_Maximum_Requested_Torque_Ratio_Y_AXIS____ 000DD1AC
Target_Throttle_Plate_Position_Maximum_Requested_Torque_Ratio_Y_AXIS_________ 000F9B90
Target_Throttle_Plate_Position_Maximum_Requested_Torque_Ratio_____ 000DD1EC
Target_Throttle_Plate_Position_Maximum_Requested_Torque_Ratio__________ 000F9BD0
Target_Throttle_Plate_Position_NonCruise_Requested_Torque_Ratio 000F9784
Target_Throttle_Plate_Position_NonCruise_Requested_Torque_Ratio_X_AXIS____ 000DCEEC
Target_Throttle_Plate_Position_NonCruise_Requested_Torque_Ratio_X_AXIS_________ 000F97B8
Target_Throttle_Plate_Position_NonCruise_Requested_Torque_Ratio_Y_AXIS____ 000DCF2C
Target_Throttle_Plate_Position_NonCruise_Requested_Torque_Ratio_Y_AXIS_________ 000F9814
Target_Throttle_Plate_Position_NonCruise_Requested_Torque_Ratio_____ 000DCF6C
Target_Throttle_Plate_Position_NonCruise_Requested_Torque_Ratio__________ 000F9854
Throttle_Tipin_Enrichment_A 000CE264
Throttle_Tipin_Enrichment_A_Y_AXIS____ 000CB76C
Throttle_Tipin_Enrichment_A_Y_AXIS_________ 000CFA30
Throttle_Tipin_Enrichment_A_____ 000CB7B4
Throttle_Tipin_Enrichment_A__________ 000CFA78
Throttle_Tipin_Enrichment_B 000CE2D0
Throttle_Tipin_Enrichment_B_Y_AXIS____ 000CB7D8
Throttle_Tipin_Enrichment_B_Y_AXIS_________ 000CFA9C
Throttle_Tipin_Enrichment_B_____ 000CB820
Throttle_Tipin_Enrichment_B__________ 000CFAE4
Timing_Comp_Maximum_RPM_Per_Cylinder 000D21BC
Timing_Comp_Maximum_RPM_Per_Cylinder_____ 000CF310
Timing_Comp_Maximum_RPM_Per_Cylinder__________ 000D39D4
Timing_Comp_Minimum_Coolant_Temp_Per_Cylinder 000D21C4
Timing_Comp_Minimum_Coolant_Temp_Per_Cylinder_____ 000CF318
Timing_Comp_Minimum_Coolant_Temp_Per_Cylinder__________ 000D39DC
Timing_Comp_Minimum_Load_Per_Cylinder 000D21C0
Timing_Comp_Minimum_Load_Per_Cylinder_____ 000CF314
Timing_Comp_Minimum_Load_Per_Cylinder__________ 000D39D8
Timing_Compensation_A_IAT 000D26AC
Timing_Compensation_A_IAT_Activation 000D40E4
Timing_Compensation_A_IAT_Activation_X_AXIS____ 000D1C2C
Timing_Compensation_A_IAT_Activation_X_AXIS_________ 000D595C
Timing_Compensation_A_IAT_Activation_Y_AXIS_________ 000D597C
Timing_Compensation_A_IAT_Activation__________ 000D599C
Timing_Compensation_A_IAT_Y_AXIS____ 000CFAE8
Timing_Compensation_A_IAT_Y_AXIS_________ 000D3E8C
Timing_Compensation_A_IAT__________ 000D3ECC
Timing_Compensation_B_IAT 000D2C7C
Timing_Compensation_B_IAT_IAM_Activation_____ 000CF798
Timing_Compensation_B_IAT_IAM_Activation__________ 000D3930
Timing_Compensation_B_IAT_Max_Additive 000D20FC
Timing_Compensation_B_IAT_Max_Additive_____ 000CF77C
Timing_Compensation_B_IAT_Max_Additive__________ 000D3914
Timing_Compensation_B_IAT_Y_AXIS____ 000D00E0
Timing_Compensation_B_IAT_Y_AXIS_________ 000D4434
Timing_Compensation_B_IAT_____ 000D0120
Timing_Compensation_B_IAT__________ 000D4474
Timing_Compensation_Imm_Cruise_A_ECT 000D264A
Timing_Compensation_Imm_Cruise_A_ECT_____ 000CFAC6
Timing_Compensation_Imm_Cruise_A_ECT__________ 000D3E6A
Timing_Compensation_Imm_Cruise_B_ECT 000D265A
Timing_Compensation_Imm_Cruise_B_ECT_____ 000CFAD6
Timing_Compensation_Imm_Cruise_B_ECT__________ 000D3E7A
Timing_Compensation_Imm_NonCruise_A_ECT 000D262A
Timing_Compensation_Imm_NonCruise_A_ECT_____ 000CFAA6
Timing_Compensation_Imm_NonCruise_A_ECT__________ 000D3E4A
Timing_Compensation_Imm_NonCruise_B_ECT 000D263A
Timing_Compensation_Imm_NonCruise_B_ECT_Y_AXIS____ 000CF7F0
Timing_Compensation_Imm_NonCruise_B_ECT_Y_AXIS_________ 000D3BD0
Timing_Compensation_Imm_NonCruise_B_ECT_____ 000CFAB6
Timing_Compensation_Imm_NonCruise_B_ECT__________ 000D3E5A
Timing_Compensation_Per_Cylinder_A 000D46C4
Timing_Compensation_Per_Cylinder_A_X_AXIS____ 000D0D14
Timing_Compensation_Per_Cylinder_A_X_AXIS_________ 000D5EB8
Timing_Compensation_Per_Cylinder_A_Y_AXIS____ 000D0D4C
Timing_Compensation_Per_Cylinder_A_Y_AXIS_________ 000D5EF0
Timing_Compensation_Per_Cylinder_A_____ 000D0D60
Timing_Compensation_Per_Cylinder_A__________ 000D5F00
Timing_Compensation_Per_Cylinder_B 000D4758
Timing_Compensation_Per_Cylinder_B_X_AXIS____ 000D0DA8
Timing_Compensation_Per_Cylinder_B_X_AXIS_________ 000D5F38
Timing_Compensation_Per_Cylinder_B_Y_AXIS____ 000D0DE0
Timing_Compensation_Per_Cylinder_B_Y_AXIS_________ 000D5F70
Timing_Compensation_Per_Cylinder_B_____ 000D0DF4
Timing_Compensation_Per_Cylinder_B__________ 000D5F80
Timing_Compensation_Per_Cylinder_C 000D47EC
Timing_Compensation_Per_Cylinder_C_X_AXIS____ 000D0E3C
Timing_Compensation_Per_Cylinder_C_X_AXIS_________ 000D5FB8
Timing_Compensation_Per_Cylinder_C_Y_AXIS____ 000D0E74
Timing_Compensation_Per_Cylinder_C_Y_AXIS_________ 000D5FF0
Timing_Compensation_Per_Cylinder_C_____ 000D0E88
Timing_Compensation_Per_Cylinder_C__________ 000D6000
Timing_Compensation_Per_Cylinder_D 000D4884
Timing_Compensation_Per_Cylinder_D_X_AXIS____ 000D0ED0
Timing_Compensation_Per_Cylinder_D_X_AXIS_________ 000D6038
Timing_Compensation_Per_Cylinder_D_Y_AXIS____ 000D0F08
Timing_Compensation_Per_Cylinder_D_Y_AXIS_________ 000D6070
Timing_Compensation_Per_Cylinder_D_____ 000D0F20
Timing_Compensation_Per_Cylinder_D__________ 000D6080
Timing_Compensation_Per_Gear_1st_X_AXIS____ 000D5DF0
Timing_Compensation_Per_Gear_1st_Y_AXIS____ 000D5E00
Timing_Compensation_Per_Gear_1st____ 000D5E0C
Timing_Compensation_Per_Gear_2nd_X_AXIS____ 000D5E18
Timing_Compensation_Per_Gear_2nd_Y_AXIS____ 000D5E28
Timing_Compensation_Per_Gear_2nd____ 000D5E34
Timing_Compensation_Per_Gear_3rd_X_AXIS____ 000D5E40
Timing_Compensation_Per_Gear_3rd_Y_AXIS____ 000D5E50
Timing_Compensation_Per_Gear_3rd____ 000D5E5C
Timing_Compensation_Per_Gear_4th_X_AXIS____ 000D5E68
Timing_Compensation_Per_Gear_4th_Y_AXIS____ 000D5E78
Timing_Compensation_Per_Gear_4th____ 000D5E84
Timing_Compensation_Per_Gear_5th_X_AXIS____ 000D5E90
Timing_Compensation_Per_Gear_5th_Y_AXIS____ 000D5EA0
Timing_Compensation_Per_Gear_5th____ 000D5EAC
Timing_Compensation_Per_Gear_Activation_Load____ 000D397C
Timing_Compensation_Per_Gear_Activation_RPM____ 000D3974
Tipin_Enrichment_Applied_Counter_Reset 000CB15B
Tipin_Enrichment_Applied_Counter_Reset_____ 000C8722
Tipin_Enrichment_Applied_Counter_Reset__________ 000CC874
Tipin_Enrichment_Compensation_A_ECT 000CC689
Tipin_Enrichment_Compensation_A_ECT_____ 000C9BC9
Tipin_Enrichment_Compensation_A_ECT__________ 000CDD75
Tipin_Enrichment_Compensation_B_ECT 000CE2F4
Tipin_Enrichment_Compensation_B_ECT_____ 000CB844
Tipin_Enrichment_Compensation_B_ECT__________ 000CFB08
Tipin_Enrichment_Compensation_Boost_Error 000CC680
Tipin_Enrichment_Compensation_Boost_Error_Y_AXIS____ 000C9B9C
Tipin_Enrichment_Compensation_Boost_Error_Y_AXIS_________ 000CDD48
Tipin_Enrichment_Compensation_Boost_Error_____ 000C9BC0
Tipin_Enrichment_Compensation_Boost_Error__________ 000CDD6C
Tipin_Enrichment_Compensation_C_ECT 000CE314
Tipin_Enrichment_Compensation_C_ECT_____ 000CB864
Tipin_Enrichment_Compensation_C_ECT__________ 000CFB28
Tipin_Enrichment_Compensation_D_ECT 000CE354
Tipin_Enrichment_Compensation_D_ECT_Activation 000CB9DC
Tipin_Enrichment_Compensation_D_ECT_Activation_____ 000C8F94
Tipin_Enrichment_Compensation_D_ECT_Activation__________ 000CD114
Tipin_Enrichment_Compensation_D_ECT_Y_AXIS____ 000C90D8
Tipin_Enrichment_Compensation_D_ECT_Y_AXIS_________ 000CD2C0
Tipin_Enrichment_Compensation_D_ECT_____ 000CB8A4
Tipin_Enrichment_Compensation_D_ECT__________ 000CFB68
Tipin_Enrichment_Compensation_RPM 000CC64C
Tipin_Enrichment_Compensation_RPM_Y_AXIS____ 000C9B4C
Tipin_Enrichment_Compensation_RPM_Y_AXIS_________ 000CDCF8
Tipin_Enrichment_Compensation_RPM_____ 000C9B8C
Tipin_Enrichment_Compensation_RPM__________ 000CDD38
Tipin_Enrichment_Disable_Applied_Counter_Threshold_A_ECT 000CC699
Tipin_Enrichment_Disable_Applied_Counter_Threshold_A_ECT_____ 000C9BD9
Tipin_Enrichment_Disable_Applied_Counter_Threshold_A_ECT__________ 000CDD85
Tipin_Enrichment_Disable_Applied_Counter_Threshold_B_ECT 000CC6A9
Tipin_Enrichment_Disable_Applied_Counter_Threshold_B_ECT_____ 000C9BE9
Tipin_Enrichment_Disable_Applied_Counter_Threshold_B_ECT__________ 000CDD95
Tipin_Enrichment_Disable_Throttle_Cumulative_Threshold_A_ECT 000CE374
Tipin_Enrichment_Disable_Throttle_Cumulative_Threshold_A_ECT_____ 000CB8C4
Tipin_Enrichment_Disable_Throttle_Cumulative_Threshold_A_ECT__________ 000CFB88
Tipin_Enrichment_Disable_Throttle_Cumulative_Threshold_B_ECT 000CE394
Tipin_Enrichment_Disable_Throttle_Cumulative_Threshold_B_ECT_____ 000CB8E4
Tipin_Enrichment_Disable_Throttle_Cumulative_Threshold_B_ECT__________ 000CFBA8
Tipin_Throttle_Cumulative_Reset 000CB15C
Tipin_Throttle_Cumulative_Reset_____ 000C8723
Tipin_Throttle_Cumulative_Reset__________ 000CC875
Turbo_Dynamics_Integral_Negative 000C0D60
Turbo_Dynamics_Integral_Negative_Y_AXIS____ 000C0710
Turbo_Dynamics_Integral_Negative_Y_AXIS_________ 000C0B94
Turbo_Dynamics_Integral_Negative_____ 000C0734
Turbo_Dynamics_Integral_Negative__________ 000C0BB8
Turbo_Dynamics_Integral_Positive 000C0D98
Turbo_Dynamics_Integral_Positive_Y_AXIS____ 000C0748
Turbo_Dynamics_Integral_Positive_Y_AXIS_________ 000C0BCC
Turbo_Dynamics_Integral_Positive_____ 000C076C
Turbo_Dynamics_Integral_Positive__________ 000C0BF0
Turbo_Dynamics_Proportional 000C0D28
Turbo_Dynamics_Proportional_Y_AXIS____ 000C06D8
Turbo_Dynamics_Proportional_Y_AXIS_________ 000C0B5C
Turbo_Dynamics_Proportional_____ 000C06FC
Turbo_Dynamics_Proportional__________ 000C0B80
U0073_CAN_COMMUNICATION_BUS_A_OFF 00094481
U0073__CAN_COMMUNICATION_BUS_A_OFF 0009C665
U0101_CAN_LOST_COMMUNICATION_WITH_TCM 0009447E
U0101__CAN_LOST_COMMUNICATION_WITH_TCM 0009C662
U0122_CAN_LOST_COMMUNICATION_WITH_VDC 00094480
U0122__CAN_LOST_COMMUNICATION_WITH_VDC 0009C664
U0140_CAN_LOST_COMMUNICATION_WITH_BIU 0009447C
U0140__CAN_LOST_COMMUNICATION_WITH_BIU 0009C660
U0402_CAN_INVALID_DATA_RECEIVED_FROM_TCM 0009447D
